8 5 3
0.1 0 2.5
654 976 160 35

Coordinates
1       -6.979       17.878
2      -8.0423       17.908
3      -5.5611       17.938
4      -6.5188       19.366
5      -8.0549       19.111
6      -8.9876       18.351
7      -5.3056       19.175
8      -4.4978       18.203
9      -7.5468       20.806
10       -10.08       18.824
11      -9.6975        19.99
12      -5.6157       21.152
13       -3.464       18.587
14      -3.5276       19.789
15      -10.848       19.562
16      -9.0965       21.635
17      -2.5483        19.09
18      -3.8956       21.379
19      -10.736        21.02
20      -11.823        20.36
21      -2.3279       20.925
22      -1.7508       20.005
23      -7.9854       23.516
24      -5.0205       23.273
25      -10.587       23.114
26      -1.2486       20.803
27       -12.68       21.393
28     -0.71694       21.925
29      -1.6486       23.129
30      -13.625       22.782
31      -12.601        24.03
32     -0.12618       23.107
33      -14.216       24.052
34      -7.6198       27.488
35      -1.3613       25.872
36      -10.412       27.142
37      0.31688       24.968
38      -4.9631        28.05
39      -12.898       26.433
40      -14.541       25.529
41      0.39198        26.62
42      -8.9699       29.306
43       -1.293        28.14
44      -7.1225       29.697
45      -12.774       28.193
46      -14.629       27.153
47      -11.091       29.513
48      -14.127       28.335
49      -9.9088        30.57
50      -8.6241       30.842
51       0.4857       28.681
52      -13.507       29.339
53      -5.3099       31.242
54      -12.621       30.225
55      -7.2706       31.519
56      -2.6234       30.846
57      -9.3784        31.68
58      -11.489       31.153
59      -8.3825        31.91
60      -10.494       31.968
61      -9.7555       32.322
62      -7.8651       32.588
63      -9.1057        32.47
64      -6.3195       32.836
65       0.5927       31.035
66      -9.0466       33.386
67      -7.6276       34.214
68      -3.1318       33.974
69      -10.287       34.154
70      -8.8561       34.539
71      -5.4807       34.942
72      0.70087       33.415
73      -11.167        34.78
74      -10.076       35.381
75      -12.237       35.542
76      -7.6838       36.483
77      -11.395       36.286
78      -9.7179       37.119
79       -0.552        36.27
80       1.0258       36.014
81      -13.743       36.517
82      -2.5303       37.801
83      -11.432       38.381
84      -15.131       37.698
85       1.3802       37.905
86      -9.1997       39.618
87   -0.0047794       38.874
88      -5.3695       40.023
89       -14.16       39.526
90       1.6165       39.352
91      -16.195       39.145
92      -15.087       40.926
93      -12.387       41.707
94      -17.169       40.681
95       1.6882       41.502
96        -7.91       43.194
97     -0.64305       42.721
98      -17.819       42.542
99      -4.3309       44.933
100       1.7642       43.783
101      -16.493       43.634
102       -1.515       45.137
103      -13.931       45.339
104      0.45285       45.285
105      -18.174       43.989
106        5.102       44.049
107      -6.5404        46.93
108       2.7153        45.66
109       -3.297       47.602
110     -0.69105       47.343
111      -18.381       46.205
112      -16.539       46.973
113       1.2659       47.495
114       8.1149       45.083
115       5.4348       46.406
116      -1.4777       48.776
117      -10.421       49.132
118       3.0875       47.968
119      0.07598       48.898
120       1.3489        48.69
121      -13.778       49.251
122      -18.288       47.933
123      -7.9294       49.992
124       -5.221       50.023
125      -3.3031        50.07
126      -0.8488       49.828
